Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Georeference
ELEC,RTS ROCH TECH PK1,Rochester Tech Park Building 1 777 Elmgrove R,,Rochester,NY,14624,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.153015,-77.734535,05/13/2023,180844,2023-05-13 00:22:26,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.734535 43.153015)
ELEC,STPETERHOSPITAL EV STATION #1,315 S Manning Blvd.,,Albany,NY,12208,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.654928,-73.802347,05/13/2023,212981,2023-05-13 00:31:07,,,,03/27/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.802347 42.654928)
ELEC,GENESEO E PARK CENTER,4319 Genesee Valley Plaza Rd,,Geneseo,NY,14454,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.798122,-77.783377,05/13/2023,224226,2023-05-13 00:32:18,,,,07/22/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.783377 42.798122)
ELEC,Hamilton Square/Lia Realty Group,2080 Western Ave,,Guilderland,NY,12084,,518-691-3119,E,,Public,24 hours daily,,,,,,10,,,LIVINGSTON,https://www.solution.energy,GPS,42.698625,-73.892803,07/12/2022,189518,2023-02-14 15:54:11,P,,,07/08/2022,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,NONE,POINT (-73.892803 42.698625)
ELEC,RRH RIEDMAN CAMP 9,100 Kings Hwy S,,Rochester,NY,14617,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.201924,-77.574537,05/13/2023,173960,2023-05-13 00:14:57,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.574537 43.201924)
ELEC,HIDDEN CREEK HC 150 LEFT,150 Charwood Cir,,Irondequoit,NY,14609,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.183364,-77.559942,05/13/2023,257255,2023-05-13 00:36:32,,,,03/29/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.559942 43.183364)
ELEC,TOPS Friendly Markets,"504 1/2, S Franklin St",,Watkins Glen,NY,14891,,607-535-4064,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,42.369679,-76.867458,09/14/2022,226518,2023-02-14 15:54:11,P,,,08/25/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,GROCERY,,,,,,,,,,,,,,,,,POINT (-76.8674584831195 42.3696793830572)
ELEC,JATC LU41 JATC LU41,3546 California Rd,,Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.787197,-78.787821,05/13/2023,162176,2023-05-13 00:13:11,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.787821 42.787197)
ELEC,Troutbeck - Tesla Destination,515 Leedsville Rd,,Amenia,NY,12501,,845-789-1555  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.853424,-73.513340,10/06/2022,114879,2023-01-18 15:15:20,P,,,05/17/2018,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,POINT (-73.51334 41.853424)
ELEC,Romeo Chevrolet,1665 Ulster Ave,,Lake Katrine,NY,12449,,845-943-4374,E,,Public,24 hours daily,,,,,,2,1,,Non-Networked,,200-9,41.980335,-73.990256,03/08/2023,85682,2023-03-08 17:16:33,P,,,06/01/2017,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,POINT (-73.990256 41.980335)
ELEC,VOEASTROCHESTER EYER BUILDING,317 Main Street,,East Rochester,NY,14445,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.113010,-77.485860,05/13/2023,223418,2023-05-13 00:32:33,,,,07/13/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.48586 43.11301)
ELEC,COMMCTR NEW PALTZ TOWN,Veterans Dr,,New Paltz,NY,12561,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.756382,-74.081041,05/13/2023,162372,2023-05-13 00:09:17,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.081041 41.756382)
ELEC,STATION 1 SCRIBNERS,13 Scribner Hollow Rd,,Hunter,NY,12442,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.203996,-74.196529,05/13/2023,162331,2023-05-13 00:10:29,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.196529 42.203996)
ELEC,iPark 530 E 80th Street - Tesla Destination,530 E 80th St,,New York,NY,10075,,212-439-1580  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.771382,-73.948344,10/06/2022,115151,2023-01-18 15:15:20,P,,,03/10/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.948344 40.771382)
ELEC,BETHLEHEM EV ELM PARK PUBGW,261 Elm Ave,,Delmar,NY,12054,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.599942,-73.839959,05/13/2023,171219,2023-05-13 00:24:19,,,,01/09/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.839959 42.599942)
ELEC,ANTHEM GA STATION-1,15 Plaza Dr,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.768345,-73.758299,05/13/2023,226578,2023-05-13 00:21:01,,,,08/26/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.758299 42.768345)
ELEC,Colonial Needle,74 Westmoreland Ave,,White Plains,NY,10606,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.027420,-73.776051,05/12/2023,212085,2023-05-12 23:59:26,,,,03/21/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.776051 41.02742)
ELEC,Cafe Crust - Tesla Supercharger,850 County Road 39,,Southampton,NY,11968,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,40.891909,-72.426995,10/03/2022,102343,2022-12-01 17:40:26,P,,,06/01/2016,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,POINT (-72.426995 40.891909)
ELEC,SIENA COLLEGE MORRELL EVSE2,Friars Dr,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.719990,-73.750810,05/13/2023,194627,2023-05-13 00:27:40,,,,08/28/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.75081 42.71999)
E85,Eddie's Service Center - Citgo,753 E Main St,,Kings Park,NY,11754,,631-265-4408,E,,Public,"6am-9:30pm M-F, 7am-10pm Sat-Sun",A Cash Checks D FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-9,40.882367,-73.220888,04/06/2023,35614,2023-04-06 17:17:01,P,,,01/16/2010,,,,False,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,POINT (-73.220888 40.882367)
ELEC,6 Center Redemption,461 Main Ave,,Wynantskills,NY,12198,,518-244-3819,E,,Public,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,42.692530,-73.628751,10/11/2022,229084,2023-02-14 15:54:11,P,,,09/17/2022,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,POINT (-73.6287508646873 42.6925300210141)
ELEC,Rapidpark 148 E 33rd Street - Tesla Destination,148 E 33rd St,,New York,NY,10016,,212-686-1436  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.745432,-73.979560,10/06/2022,115016,2023-01-18 15:15:20,P,,,06/13/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.97956 40.745432)
ELEC,LIVONIA CSD MHS 2,2 Bulldog Blvd,,Livonia,NY,14487,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.811612,-77.666334,05/13/2023,240889,2023-05-13 00:35:31,,,,01/04/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.666334 42.811612)
ELEC,Hampton Inn & Suites Yonkers - Westchester - Tesla Destination,555 Tuckahoe Rd,,Yonkers,NY,10710,,914-963-3200  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.952649,-73.850804,10/06/2022,115252,2023-01-18 15:15:20,P,,,09/27/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,POINT (-73.850804 40.952649)
ELEC,Park Kwik-300 Ashland - Tesla Destination,300 Ashland Pl,,Brooklyn,NY,11217,,718-925-3387  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.686080,-73.978252,10/06/2022,169010,2023-01-18 15:15:20,P,,,10/11/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.978252 40.68608)
ELEC,The Forge,44-28 Purves St,Residents ONLYResidents ONLY||,Long Island City,NY,11101,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.746790,-73.941110,05/12/2023,241192,2023-05-12 23:59:19,,,,01/06/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.94111 40.74679)
ELEC,Oxford Memorial Library,8 Fort Hill Park,.||,Oxford,NY,13830,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,42.440634,-75.596977,05/12/2023,195862,2023-05-12 23:58:14,,,,09/13/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-75.596977 42.440634)
ELEC,Nissan of Yorktown Heights,3495 Old Crompond Rd,,Yorktown Heights,NY,10598,,914-737-3500,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-8,41.289317,-73.835547,02/10/2022,44218,2022-02-10 19:42:29,P,,,11/30/2011,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,POINT (-73.835547 41.289317)
ELEC,Icon Parking 101 West End Ave - Tesla Destination,101 West End Ave,,New York,NY,10023,,212-874-8021  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.775065,-73.988572,10/06/2022,114994,2023-01-18 15:15:20,P,,,01/21/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.988572 40.775065)
ELEC,NATIONAL GRID KOHLS CLIFTON,54 Crossing Blvd,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.859892,-73.772231,05/13/2023,162199,2023-05-13 00:12:44,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.772231 42.859892)
ELEC,ADELPHI UNIV STATION 03,1 South Ave,,Garden City,NY,11530,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.719561,-73.650096,05/13/2023,171554,2023-05-13 00:19:56,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.650096 40.719561)
LPG,U-Haul,230-240 Maple Ave,At Sunrise Hwy,Rockville Centre,NY,11570,,516-764-3703,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,40.658112,-73.634055,02/13/2023,19234,2023-02-14 15:54:11,P,,,11/01/2000,,,False,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,"ACME"", ""QUICK_CONNECT",,,,,,,,POINT (-73.634055 40.658112)
ELEC,WHITE PLAINS EVSE2,1 Maple Ave,,White Plains,NY,10605,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.028690,-73.759440,05/13/2023,197208,2023-05-13 00:28:32,,,,10/07/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.75944 41.02869)
ELEC,OLYMPIC SPORTS  SPORTS 9,Bob Run Rd,,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.220623,-73.923820,05/13/2023,182115,2023-05-13 00:24:50,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.92382 44.220623)
ELEC,86-86 Palo Alto St,86-86 Palo Alto St,,Hollis,NY,11423,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,40.718731,-73.773113,05/13/2023,230831,2023-05-13 01:26:36,,,,09/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.773113 40.718731)
ELEC,PANYNJ LGA WEST 4,LGA West Garage LaGuardia Airport,,East Elmhurst,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.772977,-73.875474,05/13/2023,180141,2023-05-13 00:11:07,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.875474 40.772977)
ELEC,Champion Parking W 76th Street - Tesla Destination,205 W 76th St,,New York,NY,10023,,212-874-7600  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.781547,-73.980475,10/06/2022,115048,2023-01-18 15:15:20,P,,,08/19/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.980475 40.781547)
ELEC,Sylvan Gerard Garage - Tesla Destination,70-25 Yellowstone Blvd,,Forest Hills,NY,11375,,718-793-6773  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.721856,-73.849106,10/06/2022,150639,2023-01-18 15:15:20,P,,,11/30/2018,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.8491057 40.7218556)
ELEC,LKT WEST 5,575 Boices Ln,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.967886,-74.003757,05/13/2023,235442,2023-05-13 00:34:27,,,,10/29/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.003757 41.967886)
ELEC,Icon Parking 1056 5th Avenue - Tesla Destination,10 E 87th St,,New York,NY,10028,,212-534-9437  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.782031,-73.959484,10/06/2022,114985,2023-01-18 15:15:20,P,,,08/23/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.959484 40.782031)
ELEC,Thruway Nissan,79 Route 17K,,Newburgh,NY,12550,,845-562-1000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,41.504105,-74.068916,06/09/2020,44174,2023-02-15 22:45:41,P,,,11/30/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,POINT (-74.068916 41.504105)
ELEC,GOALDAC POWER 4 EVSE 1,309 Power Ave,,Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.248750,-73.795500,05/13/2023,200458,2023-05-13 00:28:53,,,,11/03/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.7955 42.24875)
ELEC,Parkright 670 W 43rd Street - Tesla Destination,670 W 43rd St,,New York,NY,10036,,212-247-7303  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.762189,-73.999714,10/06/2022,115178,2023-01-18 15:15:20,P,,,11/13/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,POINT (-73.999714 40.762189)
ELEC,799 SENECA STATION 5,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875107,-78.847622,05/13/2023,191249,2023-05-13 00:27:15,,,,06/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.847622 42.875107)
ELEC,WATERVLIET MUSEUM 3,1501 1st Ave,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.726226,-73.701207,05/13/2023,205367,2023-05-13 00:28:14,,,,01/27/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.701207 42.726226)
ELEC,FOODBANK LATHAM PARKING FOUR,959 Albany Shaker Rd Regional Food Bank - Lat,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.764587,-73.814445,05/13/2023,180891,2023-05-13 00:22:16,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.814445 42.764587)
ELEC,Standard Parking 200 Cadman Plaza West - Tesla Destination,75 Henry St,,Brooklyn,NY,11221,,800-836-6666  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.698707,-73.992365,10/06/2022,114912,2023-01-18 15:15:20,P,,,05/24/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.992365 40.698707)
ELEC,OMG EV CHARGER EVCHARGER2,656 Co Hwy 33,,Cooperstown,NY,13326,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.626076,-74.945140,05/13/2023,203018,2023-05-13 00:29:58,,,,12/24/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.94514 42.626076)
ELEC,Village of Hilton,59 Hovey St.,,Hilton,NY,14468,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,43.289395,-77.791256,05/13/2023,230955,2023-05-13 01:26:55,,,,09/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.791256 43.289395)
ELEC,Fish Creek Pond Ampitheatre,4523 NY-30,,Saranac Lake,NY,12983,,518-891-4560,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,44.307365,-74.365605,10/11/2022,227694,2023-02-14 15:54:11,P,,,09/13/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAMPGROUND,,,,,,,,,,,,,,,,,POINT (-74.3656046552813 44.3073649263635)
ELEC,COLGATE 113 BROAD LOT,113 Broad St,,Hamilton,NY,13346,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.815548,-75.540842,05/13/2023,162445,2023-05-13 00:03:11,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-75.540842 42.815548)
ELEC,GHMC PARKINGGARAGE9,707 E Main St,,Middletown,NY,10940,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.441876,-74.366663,05/13/2023,204669,2023-05-13 00:29:46,,,,01/12/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.366663 41.441876)
ELEC,Staten Island Mall Dave & Buster's,2655 Richmond Ave.,,Staten Island,NY,10314,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,4,,,Volta,https://voltacharging.com/,GPS,40.582698,-74.167876,05/13/2023,166727,2023-05-13 01:27:59,,,,08/31/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.1678755 40.58269775)
ELEC,KLV Properties,178 Clizbe Ave,,Amsterdam,NY,12010,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.953280,-74.172600,11/10/2022,233087,2023-02-14 15:54:11,P,,,08/09/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,POINT (-74.1726 42.95328)
ELEC,BEVERWYCK STATION 4,12 Hickory Dr Beverwyck,,Slingerlands,NY,12159,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.659280,-73.836850,05/13/2023,164421,2023-05-13 00:22:16,,,,07/22/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.83685 42.65928)
ELEC,"Country Inn & Suites By Carlson, Rochester-Pittsford - Tesla Destination",2835 Monroe Ave,,Rochester,NY,14618,,585-784-8400  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,43.111318,-77.548531,10/06/2022,115221,2023-01-18 15:15:20,P,,,09/06/2017,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,POINT (-77.548531 43.111318)
ELEC,2600 6TH AVE CHARGEPOINT 3,2600 6th Ave,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.741960,-73.682154,05/13/2023,143201,2023-05-13 00:17:02,,,,08/15/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.682154 42.74196)
ELEC,Cliff's Elbow Too,1085 Franklinville Rd,Located at Main Rd and Aldrich Ln,Laurel,NY,11948,,631-298-3262,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,40.968038,-72.562787,06/07/2021,64705,2023-03-01 17:27:32,P,,,08/01/2014,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,POINT (-72.562787 40.968038)
ELEC,Amazon Fresh at Kohl's Center DCFC,3620 Long Beach Road,,Oceanside,NY,11572,,888-264-2208,E,,Public,Mon 7:00am - 9:00pm; Tue 7:00am - 9:00pm; Wed 7:00am - 9:00pm; Thu 7:00am - 9:00pm; Fri 7:00am - 9:00pm; Sat 7:00am - 9:00pm; Sun 7:00am - 9:00pm,,,,,,,1,,Volta,https://voltacharging.com/,GPS,40.622106,-73.641826,05/13/2023,253650,2023-05-13 01:29:25,,,,02/08/2023,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.641825933 40.622106069)
ELEC,W&W Glass,302 Airport Executive Park,,Clarkstown,NY,10954,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,41.108480,-74.028910,09/14/2022,225119,2023-02-14 15:54:11,P,,,,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,,,,,,,,POINT (-74.02891 41.10848)
ELEC,LIVONIA CSD ES 1,6 Puppy Ln,,Livonia,NY,14487,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.815314,-77.664885,05/13/2023,240830,2023-05-13 00:35:26,,,,01/03/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.664885 42.815314)
ELEC,SUNY NEW PALTZ ROUTE 32 (3),80 NY-32,,New Paltz,NY,12561,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.738571,-74.079661,05/13/2023,122791,2023-05-13 00:15:53,,,,05/16/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.079661 41.738571)
ELEC,RTS IRONDEQUOIT #2,Irondequoit Plaza,,Irondequoit,NY,14617,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.209057,-77.601380,05/13/2023,184902,2023-05-13 00:25:29,,,,02/12/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.60138 43.209057)
